sh_0.1	
231	0.055
232	0.05
233	0.045
234	0.04
235	0.035
236	0.03
237	0.025
238	0.02
239	0.015
240	0.01
241	0.005
242	0.01
243	0.015
244	0.02
245	0.025
246	0.03
247	0.035
248	0.04
249	0.045
250	0.05
251	0.055
252	0.06
253	0.065
254	0.07
255	0.075
256	0.08
257	0.085
258	0.09
259	0.095
260	0.1
261	0.105
262	0.1
263	0.095
264	0.09
265	0.085
266	0.08
267	0.075
268	0.07
269	0.065
270	0.06
271	0.055
272	0.05
273	0.045
274	0.04
275	0.035
276	0.03
277	0.025
278	0.02
279	0.015
280	0.01
281	0.005
282	0.01
283	0.015
284	0.02
285	0.025
286	0.03
287	0.035
288	0.04
289	0.045
290	0.05
291	0.055
292	0.06
293	0.065
294	0.07
295	0.075
296	0.08
297	0.085
298	0.09
299	0.095
300	0.1
301	0.105
302	0.1
303	0.095
304	0.09
305	0.085
306	0.08
307	0.075
308	0.07
309	0.065
310	0.06
311	0.055
312	0.05
313	0.045
314	0.04
315	0.035
316	0.03
317	0.025
318	0.02
319	0.015
320	0.01
321	0.005
322	0.01
323	0.015
324	0.02
325	0.025
326	0.03
327	0.035
328	0.04
329	0.045
330	0.05
331	0.055
332	0.06
333	0.065
334	0.07
335	0.075
336	0.08
337	0.085
338	0.09
339	0.095
340	0.1
341	0.105
342	0.1
343	0.095
344	0.09
345	0.085
346	0.08
347	0.075
348	0.07
349	0.065
350	0.06
351	0.055
352	0.05
353	0.045
354	0.04
355	0.035
356	0.03
357	0.025
358	0.02
359	0.015
360	0.01
361	0.005
362	0.01
363	0.015
364	0.02
365	0.025
366	0.03
367	0.035
368	0.04
369	0.045
370	0.05
371	0.055
372	0.06
373	0.065
374	0.07
375	0.075
376	0.08
377	0.085
378	0.09
379	0.095
380	0.1
381	0.105
382	0.1
383	0.095
384	0.09
385	0.085
386	0.08
387	0.075
388	0.07
389	0.065
390	0.06
391	0.055
392	0.05
393	0.045
394	0.04
395	0.035
396	0.03
397	0.025
398	0.02
399	0.015
400	0.01
401	0.005
402	0.01
403	0.015
404	0.02
405	0.025
406	0.03
407	0.035
408	0.04
409	0.045
410	0.05
411	0.055
412	0.06
413	0.065
414	0.07
415	0.075
416	0.08
417	0.085
418	0.09
419	0.095
420	0.1
421	0.105
422	0.1
423	0.095
424	0.09
425	0.085
426	0.08
427	0.075
428	0.07
429	0.065
430	0.06
431	0.055
432	0.05
433	0.045
434	0.04
435	0.035
436	0.03
437	0.025
438	0.02
439	0.015
440	0.01
441	0.005
442	0.01
443	0.015
444	0.02
445	0.025
446	0.03
447	0.035
448	0.04
449	0.045
450	0.05
451	0.055
452	0.06
453	0.065
454	0.07
455	0.075
456	0.08
457	0.085
458	0.09
459	0.095
460	0.1
461	0.105
462	0.1
463	0.095
464	0.09
465	0.085
466	0.08
467	0.075
468	0.07
469	0.065
470	0.06
471	0.055
472	0.05
473	0.045
474	0.04
475	0.035
476	0.03
477	0.025
478	0.02
479	0.015
480	0.01
481	0.005
482	0.01
483	0.015
484	0.02
485	0.025
486	0.03
487	0.035
488	0.04
489	0.045
490	0.05
491	0.055
492	0.06
493	0.065
494	0.07
495	0.075
496	0.08
497	0.085
498	0.09
499	0.095
500	0.1
501	0.105
502	0.1
503	0.095
504	0.09
505	0.085
506	0.08
507	0.075
508	0.07
509	0.065
510	0.06
511	0.055
512	0.05
513	0.045
514	0.04
515	0.035
516	0.03
517	0.025
518	0.02
519	0.015
520	0.01
521	0.005
522	0.01
523	0.015
524	0.02
525	0.025
526	0.03
527	0.035
528	0.04
529	0.045
530	0.05
531	0.055
532	0.06
533	0.065
534	0.07
535	0.075
536	0.08
537	0.085
538	0.09
539	0.095
540	0.1
541	0.105
542	0.1
543	0.095
544	0.09
545	0.085
546	0.08
547	0.075
548	0.07
549	0.065
550	0.06
551	0.055
552	0.05
553	0.045
554	0.04
555	0.035
556	0.03
557	0.025
558	0.02
559	0.015
560	0.01
561	0.005
562	0.01
563	0.015
564	0.02
565	0.025
566	0.03
567	0.035
568	0.04
569	0.045
570	0.05
571	0.055
572	0.06
573	0.065
574	0.07
575	0.075
576	0.08
577	0.085
578	0.09
579	0.095
580	0.1
581	0.105
582	0.1
583	0.095
584	0.09
585	0.085
586	0.08
587	0.075
588	0.07
589	0.065
590	0.06
591	0.055
592	0.05
593	0.045
594	0.04
595	0.035
596	0.03
597	0.025
598	0.02
599	0.015
600	0.01
601	0.005
602	0.01
603	0.015
604	0.02
605	0.025
606	0.03
607	0.035
608	0.04
609	0.045
610	0.05
611	0.055
612	0.06
613	0.065
614	0.07
615	0.075
616	0.08
617	0.085
618	0.09
619	0.095
620	0.1
621	0.105
622	0.1
623	0.095
624	0.09
625	0.085
626	0.08
627	0.075
628	0.07
629	0.065
630	0.06
631	0.055
632	0.05
633	0.045
634	0.04
635	0.035
636	0.03
637	0.025
638	0.02
639	0.015
640	0.01
641	0.005
642	0.01
643	0.015
644	0.02
645	0.025
646	0.03
647	0.035
648	0.04
649	0.045
650	0.05
651	0.055
652	0.06
653	0.065
654	0.07
655	0.075
656	0.08
657	0.085
658	0.09
659	0.095
660	0.1
661	0.105
662	0.1
663	0.095
664	0.09
665	0.085
666	0.08
667	0.075
668	0.07
669	0.065
670	0.06
671	0.055
672	0.05
673	0.045
674	0.04
675	0.035
676	0.03
677	0.025
678	0.02
679	0.015
680	0.01
681	0.005
682	0.01
683	0.015
684	0.02
685	0.025
686	0.03
687	0.035
688	0.04
689	0.045
690	0.05
691	0.055
692	0.06
693	0.065
694	0.07
695	0.075
696	0.08
697	0.085
698	0.09
699	0.095
700	0.1
701	0.105
702	0.1
703	0.095
704	0.09
705	0.085
706	0.08
707	0.075
708	0.07
709	0.065
710	0.06
711	0.055
712	0.05
713	0.045
714	0.04
715	0.035
716	0.03
717	0.025
718	0.02
719	0.015
720	0.01
721	0.005
722	0.01
723	0.015
724	0.02
725	0.025
726	0.03
727	0.035
728	0.04
729	0.045
730	0.05
731	0.055
732	0.06
733	0.065
734	0.07
735	0.075
736	0.08
737	0.085
738	0.09
739	0.095
740	0.1
741	0.105
742	0.1
743	0.095
744	0.09
745	0.085
746	0.08
747	0.075
748	0.07
749	0.065
750	0.06
751	0.055
752	0.05
753	0.045
754	0.04
755	0.035
756	0.03
757	0.025
758	0.02
759	0.015
760	0.01
761	0.005
762	0.01
763	0.015
764	0.02
765	0.025
766	0.03
767	0.035
768	0.04
769	0.045
770	0.05
771	0.055
772	0.06
773	0.065
774	0.07
775	0.075
776	0.08
777	0.085
778	0.09
779	0.095
780	0.1
781	0.105
782	0.1
783	0.095
784	0.09
785	0.085
786	0.08
787	0.075
788	0.07
789	0.065
790	0.06
791	0.055
792	0.05
793	0.045
794	0.04
795	0.035
796	0.03
797	0.025
798	0.02
799	0.015
800	0.01
801	0.005
802	0.01
803	0.015
804	0.02
805	0.025
806	0.03
807	0.035
808	0.04
809	0.045
810	0.05
811	0.055
812	0.06
813	0.065
814	0.07
815	0.075
816	0.08
817	0.085
818	0.09
819	0.095
820	0.1
821	0.105
822	0.1
823	0.095
824	0.09
825	0.085
826	0.08
827	0.075
828	0.07
829	0.065
830	0.06
831	0.055
832	0.05
833	0.045
834	0.04
835	0.035
836	0.03
837	0.025
838	0.02
839	0.015
840	0.01
841	0.005
842	0.01
843	0.015
844	0.02
845	0.025
846	0.03
847	0.035
848	0.04
849	0.045
850	0.05
851	0.055
852	0.06
853	0.065
854	0.07
855	0.075
856	0.08
857	0.085
858	0.09
859	0.095
860	0.1
861	0.105
862	0.1
863	0.095
864	0.09
865	0.085
866	0.08
867	0.075
868	0.07
869	0.065
870	0.06
871	0.055
872	0.05
873	0.045
874	0.04
875	0.035
876	0.03
877	0.025
878	0.02
879	0.015
880	0.01
881	0.005
882	0.01
883	0.015
884	0.02
885	0.025
886	0.03
887	0.035
888	0.04
889	0.045
890	0.05
891	0.055
892	0.06
893	0.065
894	0.07
895	0.075
896	0.08
897	0.085
898	0.09
899	0.095
900	0.1
901	0.105
902	0.1
903	0.095
904	0.09
905	0.085
906	0.08
907	0.075
908	0.07
909	0.065
910	0.06
911	0.055
912	0.05
913	0.045
914	0.04
915	0.035
916	0.03
917	0.025
918	0.02
919	0.015
920	0.01
921	0.005
922	0.01
923	0.015
924	0.02
925	0.025
926	0.03
927	0.035
928	0.04
929	0.045
930	0.05
931	0.055
932	0.06
933	0.065
934	0.07
935	0.075
936	0.08
937	0.085
938	0.09
939	0.095
940	0.1
941	0.105
942	0.1
943	0.095
944	0.09
945	0.085
946	0.08
947	0.075
948	0.07
949	0.065
950	0.06
951	0.055
952	0.05
953	0.045
954	0.04
955	0.035
956	0.03
957	0.025
958	0.02
959	0.015
960	0.01
961	0.005
962	0.01
963	0.015
964	0.02
965	0.025
966	0.03
967	0.035
968	0.04
969	0.045
970	0.05
971	0.055
972	0.06
973	0.065
974	0.07
975	0.075
976	0.08
977	0.085
978	0.09
979	0.095
980	0.1
981	0.105
982	0.1
983	0.095
984	0.09
985	0.085
986	0.08
987	0.075
988	0.07
989	0.065
990	0.06
991	0.055
992	0.05
993	0.045
994	0.04
995	0.035
996	0.03
997	0.025
998	0.02
999	0.015
1000	0.01
1001	0.005
1002	0.01
1003	0.015
1004	0.02
1005	0.025
1006	0.03
1007	0.035
1008	0.04
1009	0.045
1010	0.05
1011	0.055
1012	0.06
1013	0.065
1014	0.07
1015	0.075
1016	0.08
1017	0.085
1018	0.09
1019	0.095
1020	0.1
1021	0.105
1022	0.1
1023	0.095
1024	0.09
1025	0.085
1026	0.08
1027	0.075
1028	0.07
1029	0.065
1030	0.06
1031	0.055
1032	0.05
1033	0.045
1034	0.04
1035	0.035
1036	0.03
1037	0.025
1038	0.02
1039	0.015
1040	0.01
1041	0.005
1042	0.01
1043	0.015
1044	0.02
1045	0.025
1046	0.03
1047	0.035
1048	0.04
1049	0.045
1050	0.05
1051	0.055
1052	0.06
1053	0.065
1054	0.07
1055	0.075
1056	0.08
1057	0.085
1058	0.09
1059	0.095
1060	0.1
1061	0.105
1062	0.1
1063	0.095
1064	0.09
1065	0.085
1066	0.08
1067	0.075
1068	0.07
1069	0.065
1070	0.06
1071	0.055
1072	0.05
1073	0.045
1074	0.04
1075	0.035
1076	0.03
1077	0.025
1078	0.02
1079	0.015
1080	0.01
1081	0.005
1082	0.01
1083	0.015
1084	0.02
1085	0.025
1086	0.03
1087	0.035
1088	0.04
1089	0.045
1090	0.05
1091	0.055
1092	0.06
1093	0.065
1094	0.07
1095	0.075
1096	0.08
1097	0.085
1098	0.09
1099	0.095
1100	0.1
1101	0.105
1102	0.1
1103	0.095
1104	0.09
1105	0.085
1106	0.08
1107	0.075
1108	0.07
1109	0.065
1110	0.06
1111	0.055
1112	0.05
1113	0.045
1114	0.04
1115	0.035
1116	0.03
1117	0.025
1118	0.02
1119	0.015
1120	0.01
1121	0.005
1122	0.01
1123	0.015
1124	0.02
1125	0.025
1126	0.03
1127	0.035
1128	0.04
1129	0.045
1130	0.05
1131	0.055
1132	0.06
1133	0.065
1134	0.07
1135	0.075
1136	0.08
1137	0.085
1138	0.09
1139	0.095
1140	0.1
1141	0.105
1142	0.1
1143	0.095
1144	0.09
1145	0.085
1146	0.08
1147	0.075
1148	0.07
1149	0.065
1150	0.06
1151	0.055
1152	0.05
1153	0.045
1154	0.04
1155	0.035
1156	0.03
1157	0.025
1158	0.02
1159	0.015
1160	0.01
1161	0.005
1162	0.01
1163	0.015
1164	0.02
1165	0.025
1166	0.03
1167	0.035
1168	0.04
1169	0.045
1170	0.05
1171	0.055
1172	0.06
1173	0.065
1174	0.07
1175	0.075
1176	0.08
1177	0.085
1178	0.09
1179	0.095
1180	0.1
1181	0.105
1182	0.1
1183	0.095
1184	0.09
1185	0.085
1186	0.08
1187	0.075
1188	0.07
1189	0.065
1190	0.06
1191	0.055
1192	0.05
1193	0.045
1194	0.04
1195	0.035
1196	0.03
1197	0.025
1198	0.02
1199	0.015
1200	0.01
1201	0.005
1202	0.01
1203	0.015
1204	0.02
1205	0.025
1206	0.03
1207	0.035
1208	0.04
1209	0.045
1210	0.05
1211	0.055
1212	0.06
1213	0.065
1214	0.07
1215	0.075
1216	0.08
1217	0.085
1218	0.09
1219	0.095
1220	0.1
1221	0.105
1222	0.1
1223	0.095
1224	0.09
1225	0.085
1226	0.08
1227	0.075
1228	0.07
1229	0.065
1230	0.06
1231	0.055
1232	0.05
1233	0.045
1234	0.04
1235	0.035
1236	0.03
1237	0.025
1238	0.02
1239	0.015
1240	0.01
1241	0.005
1242	0.01
1243	0.015
1244	0.02
1245	0.025
1246	0.03
1247	0.035
1248	0.04
1249	0.045
1250	0.05
1251	0.055
1252	0.06
1253	0.065
1254	0.07
1255	0.075
1256	0.08
1257	0.085
1258	0.09
1259	0.095
1260	0.1
1261	0.105
1262	0.1
1263	0.095
1264	0.09
1265	0.085
1266	0.08
1267	0.075
1268	0.07
1269	0.065
1270	0.06
1271	0.055
1272	0.05
1273	0.045
1274	0.04
1275	0.035
1276	0.03
1277	0.025
1278	0.02
1279	0.015
1280	0.01
1281	0.005
1282	0.01
1283	0.015
1284	0.02
1285	0.025
1286	0.03
1287	0.035
1288	0.04
1289	0.045
1290	0.05
1291	0.055
1292	0.06
1293	0.065
1294	0.07
1295	0.075
1296	0.08
1297	0.085
1298	0.09
1299	0.095
1300	0.1
1301	0.105
1302	0.1
1303	0.095
1304	0.09
1305	0.085
1306	0.08
1307	0.075
1308	0.07
1309	0.065
1310	0.06
1311	0.055
1312	0.05
1313	0.045
1314	0.04
1315	0.035
1316	0.03
1317	0.025
1318	0.02
1319	0.015
1320	0.01
1321	0.005
1322	0.01
1323	0.015
1324	0.02
1325	0.025
1326	0.03
1327	0.035
1328	0.04
1329	0.045
1330	0.05
1331	0.055
1332	0.06
1333	0.065
1334	0.07
1335	0.075
1336	0.08
1337	0.085
1338	0.09
1339	0.095
1340	0.1
1341	0.105
1342	0.1
1343	0.095
1344	0.09
1345	0.085
1346	0.08
1347	0.075
1348	0.07
1349	0.065
1350	0.06
1351	0.055
1352	0.05
1353	0.045
1354	0.04
1355	0.035
1356	0.03
1357	0.025
1358	0.02
1359	0.015
1360	0.01
1361	0.005
1362	0.01
1363	0.015
1364	0.02
1365	0.025
1366	0.03
1367	0.035
1368	0.04
1369	0.045
1370	0.05
1371	0.055
1372	0.06
1373	0.065
1374	0.07
1375	0.075
1376	0.08
1377	0.085
1378	0.09
1379	0.095
1380	0.1
1381	0.105
1382	0.1
1383	0.095
1384	0.09
1385	0.085
1386	0.08
1387	0.075
1388	0.07
1389	0.065
1390	0.06
1391	0.055
1392	0.05
1393	0.045
1394	0.04
1395	0.035
1396	0.03
1397	0.025
1398	0.02
1399	0.015
1400	0.01
1401	0.005
1402	0.01
1403	0.015
1404	0.02
1405	0.025
1406	0.03
1407	0.035
1408	0.04
1409	0.045
1410	0.05
1411	0.055
1412	0.06
1413	0.065
1414	0.07
1415	0.075
1416	0.08
1417	0.085
1418	0.09
1419	0.095
1420	0.1
1421	0.105
1422	0.1
1423	0.095
1424	0.09
1425	0.085
1426	0.08
1427	0.075
1428	0.07
1429	0.065
1430	0.06
1431	0.055
1432	0.05
1433	0.045
1434	0.04
1435	0.035
1436	0.03
1437	0.025
1438	0.02
1439	0.015
1440	0.01
1441	0.005
1442	0.01
1443	0.015
1444	0.02
1445	0.025
1446	0.03
1447	0.035
1448	0.04
1449	0.045
1450	0.05
1451	0.055
1452	0.06
1453	0.065
1454	0.07
1455	0.075
1456	0.08
1457	0.085
1458	0.09
1459	0.095
1460	0.1
1461	0.105
1462	0.1
1463	0.095
1464	0.09
1465	0.085
1466	0.08
1467	0.075
1468	0.07
1469	0.065
1470	0.06
1471	0.055
1472	0.05
1473	0.045
1474	0.04
1475	0.035
1476	0.03
1477	0.025
1478	0.02
1479	0.015
1480	0.01
1481	0.005
1482	0.01
1483	0.015
1484	0.02
1485	0.025
1486	0.03
1487	0.035
1488	0.04
1489	0.045
1490	0.05
1491	0.055
1492	0.06
1493	0.065
1494	0.07
1495	0.075
1496	0.08
1497	0.085
1498	0.09
1499	0.095
1500	0.1
1501	0.105
1502	0.1
1503	0.095
1504	0.09
1505	0.085
1506	0.08
1507	0.075
1508	0.07
1509	0.065
1510	0.06
1511	0.055
1512	0.05
1513	0.045
1514	0.04
1515	0.035
1516	0.03
1517	0.025
1518	0.02
1519	0.015
1520	0.01
1521	0.005
1522	0.01
1523	0.015
1524	0.02
1525	0.025
1526	0.03
1527	0.035
1528	0.04
1529	0.045
1530	0.05
1531	0.055
1532	0.06
1533	0.065
1534	0.07
1535	0.075
1536	0.08
1537	0.085
1538	0.09
1539	0.095
1540	0.1
1541	0.105
1542	0.1
1543	0.095
1544	0.09
1545	0.085
1546	0.08
1547	0.075
1548	0.07
1549	0.065
1550	0.06
1551	0.055
1552	0.05
1553	0.045
1554	0.04
1555	0.035
1556	0.03
1557	0.025
1558	0.02
1559	0.015
1560	0.01
1561	0.005
1562	0.01
1563	0.015
1564	0.02
1565	0.025
1566	0.03
1567	0.035
1568	0.04
1569	0.045
1570	0.05
1571	0.055
1572	0.06
1573	0.065
1574	0.07
1575	0.075
1576	0.08
1577	0.085
1578	0.09
1579	0.095
1580	0.1
1581	0.105
1582	0.1
1583	0.095
1584	0.09
1585	0.085
1586	0.08
1587	0.075
1588	0.07
1589	0.065
1590	0.06
1591	0.055
1592	0.05
1593	0.045
1594	0.04
1595	0.035
1596	0.03
1597	0.025
1598	0.02
1599	0.015
1600	0.01
1601	0.005
1602	0.01
1603	0.015
1604	0.02
1605	0.025
1606	0.03
1607	0.035
1608	0.04
1609	0.045
1610	0.05
1611	0.055
1612	0.06
1613	0.065
1614	0.07
1615	0.075
1616	0.08
1617	0.085
1618	0.09
1619	0.095
1620	0.1
1621	0.105
1622	0.1
1623	0.095
1624	0.09
1625	0.085
1626	0.08
1627	0.075
1628	0.07
1629	0.065
1630	0.06
1631	0.055
1632	0.05
1633	0.045
1634	0.04
1635	0.035
1636	0.03
1637	0.025
1638	0.02
1639	0.015
1640	0.01
1641	0.005
1642	0.01
1643	0.015
1644	0.02
1645	0.025
1646	0.03
1647	0.035
1648	0.04
1649	0.045
1650	0.05
1651	0.055
1652	0.06
1653	0.065
1654	0.07
1655	0.075
1656	0.08
1657	0.085
1658	0.09
1659	0.095
1660	0.1
1661	0.105
1662	0.1
1663	0.095
1664	0.09
1665	0.085
1666	0.08
1667	0.075
1668	0.07
1669	0.065
1670	0.06
1671	0.055
1672	0.05
1673	0.045
1674	0.04
1675	0.035
1676	0.03
1677	0.025
1678	0.02
1679	0.015
1680	0.01
1681	0.005
1682	0.01
1683	0.015
1684	0.02
1685	0.025
1686	0.03
1687	0.035
1688	0.04
1689	0.045
1690	0.05
1691	0.055
1692	0.06
1693	0.065
1694	0.07
1695	0.075
1696	0.08
1697	0.085
1698	0.09
1699	0.095
1700	0.1
1701	0.105
1702	0.1
1703	0.095
1704	0.09
1705	0.085
1706	0.08
1707	0.075
1708	0.07
1709	0.065
1710	0.06
1711	0.055
1712	0.05
1713	0.045
1714	0.04
1715	0.035
1716	0.03
1717	0.025
1718	0.02
1719	0.015
1720	0.01
1721	0.005
1722	0.01
1723	0.015
1724	0.02
1725	0.025
1726	0.03
1727	0.035
1728	0.04
1729	0.045
1730	0.05
1731	0.055
1732	0.06
1733	0.065
1734	0.07
1735	0.075
1736	0.08
1737	0.085
1738	0.09
1739	0.095
1740	0.1
1741	0.105
1742	0.1
1743	0.095
1744	0.09
1745	0.085
1746	0.08
1747	0.075
1748	0.07
1749	0.065
1750	0.06
1751	0.055
1752	0.05
1753	0.045
1754	0.04
1755	0.035
1756	0.03
1757	0.025
1758	0.02
1759	0.015
1760	0.01
1761	0.005
1762	0.01
1763	0.015
1764	0.02
1765	0.025
1766	0.03
1767	0.035
1768	0.04
1769	0.045
1770	0.05
1771	0.055
1772	0.06
1773	0.065
1774	0.07
1775	0.075
1776	0.08
1777	0.085
1778	0.09
1779	0.095
1780	0.1
1781	0.105
1782	0.1
1783	0.095
1784	0.09
1785	0.085
1786	0.08
1787	0.075
1788	0.07
1789	0.065
1790	0.06
1791	0.055
1792	0.05
1793	0.045
1794	0.04
1795	0.035
1796	0.03
1797	0.025
1798	0.02
1799	0.015
1800	0.01
1801	0.005
1802	0.01
1803	0.015
1804	0.02
1805	0.025
1806	0.03
1807	0.035
1808	0.04
1809	0.045
1810	0.05
1811	0.055
1812	0.06
1813	0.065
1814	0.07
1815	0.075
1816	0.08
1817	0.085
1818	0.09
1819	0.095
1820	0.1
1821	0.105
1822	0.1
1823	0.095
1824	0.09
1825	0.085
1826	0.08
1827	0.075
1828	0.07
1829	0.065
1830	0.06
1831	0.055
1832	0.05
1833	0.045
1834	0.04
1835	0.035
1836	0.03
1837	0.025
1838	0.02
1839	0.015
1840	0.01
1841	0.005
1842	0.01
1843	0.015
1844	0.02
1845	0.025
1846	0.03
1847	0.035
1848	0.04
1849	0.045
1850	0.05
1851	0.055
1852	0.06
1853	0.065
1854	0.07
1855	0.075
1856	0.08
1857	0.085
1858	0.09
1859	0.095
1860	0.1
1861	0.105
1862	0.1
1863	0.095
1864	0.09
1865	0.085
1866	0.08
1867	0.075
1868	0.07
1869	0.065
1870	0.06
1871	0.055
1872	0.05
1873	0.045
1874	0.04
1875	0.035
1876	0.03
1877	0.025
1878	0.02
1879	0.015
1880	0.01
1881	0.005
1882	0.01
1883	0.015
1884	0.02
1885	0.025
1886	0.03
1887	0.035
1888	0.04
1889	0.045
1890	0.05
1891	0.055
1892	0.06
1893	0.065
1894	0.07
1895	0.075
1896	0.08
1897	0.085
1898	0.09
1899	0.095
1900	0.1
1901	0.105
1902	0.1
1903	0.095
1904	0.09
1905	0.085
1906	0.08
1907	0.075
1908	0.07
1909	0.065
1910	0.06
1911	0.055
1912	0.05
1913	0.045
1914	0.04
1915	0.035
1916	0.03
1917	0.025
1918	0.02
1919	0.015
1920	0.01
1921	0.005
1922	0.01
1923	0.015
1924	0.02
1925	0.025
1926	0.03
1927	0.035
1928	0.04
1929	0.045
1930	0.05
1931	0.055
1932	0.06
1933	0.065
1934	0.07
1935	0.075
1936	0.08
1937	0.085
1938	0.09
1939	0.095
1940	0.1
1941	0.105
1942	0.1
1943	0.095
1944	0.09
1945	0.085
1946	0.08
1947	0.075
1948	0.07
1949	0.065
1950	0.06
1951	0.055
1952	0.05
1953	0.045
1954	0.04
1955	0.035
1956	0.03
1957	0.025
1958	0.02
1959	0.015
1960	0.01
1961	0.005
1962	0.01
1963	0.015
1964	0.02
1965	0.025
1966	0.03
1967	0.035
1968	0.04
1969	0.045
1970	0.05
1971	0.055
1972	0.06
1973	0.065
1974	0.07
1975	0.075
1976	0.08
1977	0.085
1978	0.09
1979	0.095
1980	0.1
1981	0.105
1982	0.1
1983	0.095
1984	0.09
1985	0.085
1986	0.08
1987	0.075
1988	0.07
1989	0.065
1990	0.06
1991	0.055
1992	0.05
1993	0.045
1994	0.04
1995	0.035
1996	0.03
1997	0.025
1998	0.02
1999	0.015
2000	0.01
2001	0.005
